Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,County, Agency Name,Street,City, State,Zip,Agency Phone,Agency Contact,  Street ,City,State,Zip,"Minimum 
Age Served","Maximum 
Age Served",     Star Rating, Provider Type,Capacity,   Open Time,   Close Time,"Certificate 
Program
 Participant"," Offers
 Scholarships","   Offers 
   Sliding 
       Scale Fee     ","Offers 
Multi- Child Discount",Approved For Transportation,"Charges 
Fee for 
Transportation","Regulatory
Agency"," Regulatory 
Status", License Approval Date,Date Open,Near Public Transportation," Wheel 
Chair
 Accessible",  No Smoking ,  No Dogs ,  No Cats ,No Pets ,"   Child and  Adult
  Care Food 
      Program      Participant","   Program 
   Evaluator","Program
Evaluator
Phone Number"
,FAYETTE,Bizzy Beez,14565 Hwy. 57 East ,Moscow,TN,38057,(901) 605-9239  ,James  Williams ,14565 Hwy. 57 East ,Moscow,TN,38057,6WK,12YR,1,Group,12,06:00 AM,06:00 PM,N,N,N,N,N,N,DHS Licensing,Licensed,4/1/2021,12/27/2017,Y,Y,Y,Y,Y,Y,Y,Tina Gosson,(731) 421-2145
,FAYETTE,Lenlor Optional Preschool ,8569 Hwy. 64,Somerville,TN,38068,(901) 235-7228  ,Dominique Tillis,100 Hanover Drive,Arlington,TN,38002,2YR,12YR,3,Center,24,06:00 AM,06:00 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,8/1/2021,4/15/2019,N,Y,Y,Y,Y,Y,N,Tiffany Faulkner,(901) 543-6044
,FAYETTE,"Little Bits Learning Center, LLC",6555 Hwy. 64,Oakland ,TN,38060,(901) 466-3730  ,Kelly  Arwood ,6555 Hwy. 64,Oakland ,TN,38060,6WK,12YR,3,Center,99,06:30 AM,06:00 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,1/1/2021,9/4/2018,N,Y,Y,Y,Y,Y,N,Tina Gosson,(731) 421-2145
,FAYETTE,Cornerstone Learning Center - Oakland ,3540 Tomlin Road,Oakland,TN,38068,(901) 573-6055  ,,3540 Tomlin Road,Oakland,TN,38068,,,,Center,165,,,N,N,N,N,N,N,Department Of Education,Approved,11/25/2021,8/24/2021,N,N,N,N,N,N,N,Kristi Munson,(901) 569-3473
,FAYETTE,Cornerstone Learning - Oakland B/A,3540 Tomlin Road,Oakland,TN,38068,(901) 573-6055  ,,3540 Tomlin Road,Oakland,TN,38068,5YR,12YR,,Center,75,06:30 AM,06:00 PM,N,N,N,N,Y,N,Department Of Education,Approved,11/25/2021,8/24/2021,N,N,N,N,N,N,N,Kristi Munson,(901) 569-3473
,FENTRESS,KID'S LAND,719 ALLRED ROAD,CLARKRANGE,TN,38553,(931) 863-5155  ,Vivian  Elliott,719 ALLRED ROAD,CLARKRANGE,TN,38553,6MO,12YR,3,Center,68,06:00 AM,05:30 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,9/1/2021,5/7/2007,N,Y,Y,N,N,Y,N,LINDA ALLISON,(931) 319-7105
,FENTRESS,Kids Korner Daycare LLC,629 N Main Street,Jamestown,TN,38556,(931) 879-3675  ,Kim Milashus,P.O. Box 1538,Jamestown,TN,38556,6WK,12YR,2,Center,40,06:30 AM,05:15 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,1/1/2022,1/1/2017,N,Y,Y,Y,Y,N,Y,LINDA ALLISON,(931) 319-7105
,FENTRESS,JAMESTOWN HEAD START,629-A  NORTH MAIN STREET,JAMESTOWN,TN,38556,(931) 879-7973  ,Penny Meadows,LBJ&C HEADSTART,COOKEVILLE,TN,38501,3YR,5YR,3,Center,54,07:00 AM,03:00 PM,N,N,N,N,N,N,DHS Licensing,Licensed,3/1/2021,1/1/1960,N,Y,Y,Y,Y,Y,Y,LINDA ALLISON,(931) 319-7105
,FENTRESS,CLARKRANGE HEAD START,1399 FRANKLIN LOOP,CLARKRANGE,TN,38553,(931) 863-3255  ,Penny Meadows,LBJ&C HEAD START,COOKEVILLE,TN,38501,3YR,5YR,3,Center,40,07:00 AM,03:00 PM,N,N,N,N,N,N,DHS Licensing,Licensed,12/1/2021,12/1/1997,N,Y,Y,Y,Y,Y,Y,LINDA ALLISON,(931) 319-7105
,FENTRESS,FAITH CHRISTIAN ACADEMY PRESCHOOL KINDR,627 S. MAIN STREET,JAMESTOWN,TN,38556,(931) 879-9137  ,Wes Clark,P O BOX 313,JAMESTOWN,TN,38556,3YR,6YR,,Center,20,07:30 AM,05:00 PM,N,N,N,Y,N,N,Department Of Education,Approved,10/1/2021,11/12/1999,N,Y,Y,Y,Y,Y,N,ANNABEL MAINORD,(931) 797-7417
,FENTRESS,Small World Day Care,314 Stewart Street,Jamestown,TN,38556,(931) 879-9695  ,Becky York,314 Stewart Street,Jamestown,TN,38556,6WK,12YR,2,Center,50,06:30 AM,05:15 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,6/1/2021,11/1/1991,N,Y,Y,Y,Y,Y,Y,LINDA ALLISON,(931) 319-7105
,FENTRESS,ALLARDT ELEMENTARY PRE-K ,220 PORTLAND AVE,ALLARDT,TN,38504,(931) 879-9515  ,SANDY CONATSER,1011 OLD HWY 127 SOUTH,JAMESTOWN,TN,33556,4YR,5YR,,Center,20,07:45 AM,03:15 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,9/18/2005,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,FENTRESS,PINE HAVEN ELEM. PRE-K,800 N. YORK HWY,JAMESTOWN,TN,38556,(931) 879-9525  ,SANDY CONATSER,1011 OLD HWY 127 SOUTH,JAMESTOWN,TN,38556,4YR,5YR,,Center,40,07:45 AM,03:15 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,9/18/2005,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,FENTRESS,SOUTH FENTRESS ELEM. PRE-K,5013 WILDER ROAD,GRIMSLEY,TN,38565,(931) 863-3133  ,SANDY CONATSER,1011 OLD HWY 127 SOUTH,JAMESTOWN,TN,38556,4YR,5YR,,Center,40,07:45 AM,03:15 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,9/18/2005,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,FENTRESS,YORK ELEM. PRE-K & EARLY LEARNING CENTER,218 SCHOOL AVE,JAMESTOWN,TN,38556,(931) 879-5832  ,SANDY CONATSER,1011 OLD HWY 127 SOUTH,JAMESTOWN,TN,38556,18MO,5YR,,Center,98,07:45 AM,03:15 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,9/18/2005,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,FRANKLIN,KIDS' WORLD,721 ISBELL LANE,DECHERD,TN,37324,(931) 962-0219  ,JANICE PARTIN,721 ISBELL LANE,DECHERD,TN,37324,6WK,12YR,3,Group,12,06:30 AM,05:00 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,1/1/2022,7/8/2003,N,N,Y,Y,Y,Y,Y,PAM BREWER,(931) 319-7429
,FRANKLIN,BUSY BEE DAY CARE,132 HUNDRED OAKS PLACE,WINCHESTER,TN,37398,(931) 308-0870  ,Jocelyn Fults,132 HUNDRED OAKS PLACE,WINCHESTER,TN,37398,6WK,12YR,3,Group,12,06:30 AM,05:00 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,7/1/2021,7/20/1999,N,N,Y,N,N,Y,Y,PAM BREWER,(931) 319-7429
,FRANKLIN,Busy Bee Daycare Too,132 Hundred Oaks Place,Winchester,TN,37398,(931) 308-0870  ,MELINDA JACKSON,132 Hundred Oaks Place,Winchester,TN,37398,16MO,12YR,3,Center,24,06:30 AM,05:00 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,5/1/2021,1/20/2020,N,N,Y,N,N,N,Y,PAM BREWER,(931) 319-7429
,FRANKLIN,WINCHESTER HEAD START,677 MYERS ROAD,WINCHESTER,TN,37398,(931) 967-1543  ,Elle  Goodrich,P O Box 523,WINCHESTER,TN,37398,3YR,5YR,3,Center,29,08:00 AM,02:30 PM,N,N,N,N,N,N,DHS Licensing,Licensed,12/1/2021,12/1/2005,N,Y,Y,Y,Y,Y,Y,PAM BREWER,(931) 319-7429
,FRANKLIN,KIDDIELAND,740 HALFMOON ROAD,WINCHESTER,TN,37398,(931) 308-9652  ,TAMMY FERGERSON,740 HALFMOON ROAD,WINCHESTER,TN,37398,6WK,12YR,3,Group,12,06:30 AM,04:30 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,6/1/2021,5/21/2002,Y,N,Y,Y,Y,Y,Y,PAM BREWER,(931) 319-7429
,FRANKLIN,UNIVERSITY OF THE SOUTH CHILD CARE C,574 GEORGIA AVE.,SEWANEE,TN,37375,(931) 598-1699  ,Shannon  Knight,574 GEORGIA AVE.,SEWANEE,TN,37375,6WK,5YR,3,Center,40,07:30 AM,05:00 PM,Y,N,Y,N,N,N,DHS Licensing,Licensed,4/1/2021,4/1/1996,N,Y,Y,Y,Y,Y,N,PAM BREWER,(931) 319-7429
,FRANKLIN,Sewanee Children's Center,216 University Ave. ,Sewanee,TN,37375,(931) 598-5928  ,Sandy Glacet,P.O. Box 268,Sewanee,TN,37375,2YR,9YR,3,Center,69,07:45 AM,05:00 PM,Y,Y,N,Y,N,N,DHS Licensing,Licensed,12/1/2021,8/6/2014,N,N,Y,Y,Y,N,N,PAM BREWER,(931) 319-7429
,FRANKLIN,Winchester Christian Academy Preschool,1230 South College Street,Winchester,TN,37398,(931) 967-5466  ,,PO Box 715,Winchester,TN,37398,4YR,6YR,,Center,20,08:00 AM,03:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,8/20/2009,N,Y,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,FRANKLIN,DECHERD ELEMENTARY ESP,401 BRATTON STREET,DECHERD,TN,37324,(931) 967-1020  ,Charlotte  Daubs,401 BRATTON STREET,WINCHESTER,TN,37398,5YR,12YR,,Center,70,03:00 PM,06:00 PM,N,N,N,Y,N,N,Department Of Education,Approved,10/1/2021,12/24/1996,N,Y,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,FRANKLIN,NORTH LAKE ELEMENTARY ESP,10626 OLD TULLAHOMA ROAD,TULLAHOMA,TN,37388,(931) 455-7320  ,GEORGE BUTLER,10626 OLD TULLAHOMA ROAD,WINCHESTER,TN,37398,5YR,12YR,,Center,50,03:00 PM,06:00 PM,N,N,N,Y,N,N,Department Of Education,Approved,10/1/2021,12/24/1996,N,Y,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,FRANKLIN,CLARK MEMORIAL ELEMENTARY ESP,500 N. JEFFERSON STREET,WINCHESTER,TN,37398,(931) 968-5089  ,,500 N. JEFFERSON STREET,WINCHESTER,TN,37398,5YR,12YR,,Center,60,03:00 PM,06:00 PM,Y,N,N,Y,N,N,Department Of Education,Approved,10/1/2021,11/27/1996,N,Y,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,FRANKLIN,DECHERD ELEMENTARY PRESCHOOL,401 BRATTON,DECHERD,TN,37324,(931) 967-5483  ,Meg Griffin, 215 College St.,WINCHESTER,TN,37398,4YR,5YR,,Center,40,08:00 AM,02:30 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,2/17/1999,N,Y,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,FRANKLIN,SEWANEE ELEMENTARY ESP,209 UNIVERSITY AVENUE,SEWANEE,TN,37375,(931) 598-5951  ,,209 UNIVERSITY AVENUE,WINCHESTER,TN,37398,5YR,12YR,,Center,50,03:00 PM,06:00 PM,N,N,N,Y,N,N,Department Of Education,Approved,10/1/2021,1/19/2000,N,Y,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,FRANKLIN,COWAN ELEMENTARY PRESCHOOL ,501 EAST CUMBERLAND ST.,COWAN,TN,37318,(931) 967-4085  ,,215 College Street,WINCHESTER,TN,37398,3YR,6YR,,Center,40,07:45 AM,02:30 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,2/1/2001,N,Y,Y,Y,Y,Y,N,BILLY BENTON,(615) 210-8686
,FRANKLIN,CLARK MEMORIAL ELEMENTARY PRESCHOOL ,500 NORTH JEFFERSON ST.,WINCHESTER,TN,37398,(931) 967-2407  ,R Yarbrough T London,215 S. College St.,WINCHESTER,TN,37398,3YR,5YR,,Center,80,07:45 AM,03:00 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,2/1/2001,N,Y,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,FRANKLIN,ROCK CREEK ELEMENTARY ESP,901 ROCK CREEK ROAD,ESTILL SPRINGS,TN,37330,(931) 649-5002  ,,901 ROCK CREEK ROAD,WINCHESTER,TN,37398,5YR,12YR,,Center,35,03:00 PM,06:00 PM,N,N,N,Y,N,N,Department Of Education,Approved,10/1/2021,9/12/2003,N,Y,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,FRANKLIN,BROADVIEW ELEMENTARY ESP,4980 LYNCHBURG ROAD,WINCHESTER,TN,37398,(931) 967-0132  ,SANDY SCHULTZ,4980 LYNCHBURG ROAD,WINCHESTER,TN,37398,5YR,12YR,,Center,30,03:00 PM,06:00 PM,N,N,N,Y,N,N,Department Of Education,Approved,10/1/2021,8/15/2004,N,Y,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,FRANKLIN,HUNTLAND ELEMENTARY  PRESCHOOL,400 GORE STREET,HUNTLAND,TN,37345,(931) 967-0626  ,CARLENE TUCKER,215 College Street,WINCHESTER,TN,37398,4YR,5YR,,Center,20,08:00 AM,02:30 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,10/1/2005,N,Y,Y,Y,Y,Y,N,BILLY BENTON,(615) 210-8686
,FRANKLIN,NORTH LAKE ELEMENTARY PRESCHOOL,10626 OLD TULLAHOMA RD,TULLAHOMA,TN,37388,(931) 455-6239  ,S Wilkinson A Cathey,215 S. College Street,WINCHESTER,TN,37398,3YR,5YR,,Center,20,07:45 AM,02:30 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,10/1/2005,N,Y,Y,Y,Y,Y,Y,BILLY BENTON,(615) 210-8686
,FRANKLIN,BROADVIEW ELEMENTARY PRESCHOOL,4980 LYNCHBURG ROAD,WINCHESTER,TN,37398,(931) 967-0132  ,,215 S. College ST,WINCHESTER,TN,37398,4YR,5YR,,Center,20,08:00 AM,02:30 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,9/1/2007,N,Y,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,FRANKLIN,ROCK CREEK ELEMENTARY PRESCHOOL ,901 ROCK CREEK ROAD,ESTILL SPRINGS,TN,37330,(931) 649-5435  ,Deborah Brock Felicia Barnett,215 S. College Street,WINCHESTER,TN,37398,3YR,5YR,,Center,40,07:45 AM,02:30 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,9/1/2007,N,Y,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,FRANKLIN,It Takes A Village,6584 Old Alto Hwy,Decherd,TN,37324,(931) 327-2296  ,April  Neal,6584 Old Alto Hwy,Decherd,TN,37324,6WK,12YR,3,Center,99,06:30 AM,05:00 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,1/1/2022,9/1/2019,N,Y,Y,N,N,N,Y,PAM BREWER,(931) 319-7429
,FRANKLIN,Little Lambs,38 Providence Rd.,Decherd,TN,37324,(931) 235-6414  ,Tori  Smith ,38 Providence Rd.,Decherd,TN,37324,6WK,12YR,3,Group,11,07:00 AM,05:30 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,4/1/2021,12/1/2019,N,N,Y,Y,Y,Y,Y,PAM BREWER,(931) 319-7429
,FRANKLIN,Scholars ,310 2nd. Ave SE,Winchester,TN,37398,(931) 968-9112  ,Annette  Martinez,310 2nd. Ave SE,Winchester,TN,37398,6WK,12YR,3,Group,12,06:00 AM,06:00 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,3/1/2021,11/1/2019,N,N,Y,N,Y,N,N,PAM BREWER,(931) 319-7429
,FRANKLIN,Major League Tots,208 Bypass Rd. ,Winchester,TN,37398,(931) 967-0900  ,April  Morris ,208 Bypass Rd. ,Winchester,TN,37398,6WK,5YR,,Center,74,06:30 AM,05:00 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,3/1/2021,11/9/2020,N,Y,Y,N,Y,N,Y,PAM BREWER,(931) 319-7429
,FRANKLIN,KIDS KORNER,501 ELM STREET,WINCHESTER,TN,37398,(931) 691-2139  ,PAULA  Goodman,501 ELM STREET,WINCHESTER,TN,37398,6WK,12YR,3,Group,12,07:00 AM,05:15 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,1/1/2022,9/1/1994,N,Y,Y,Y,Y,N,N,PAM BREWER,(931) 319-7429
,GIBSON,Friends and Fun,1875 Narrow Gauge Road,Trenton,TN,38382,(731) 487-1675  ,Jennifer Gage,1875 Narrow Gauge Road,Trenton,TN,38382,6WK,12YR,3,Family,7,06:30 AM,05:00 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,10/1/2021,5/29/2003,N,Y,Y,N,Y,N,Y,Bonnie Alvarez,(731) 423-5850 EXT 241
,GIBSON,TLC Day Care Ct. ,77 Dyersburg Hwy.,Trenton,TN,38382,(731) 487-0062  ,Brittany  Kimmons,77 Dyersburg Hwy.,Trenton,TN,38382,1YR,5YR,1,Center,22,07:00 AM,05:00 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,4/1/2021,11/7/1996,N,N,Y,Y,Y,Y,N,Bonnie Alvarez,(731) 423-5850 EXT 241
,GIBSON,Charlotte's Day Care,120 Johnson Street,Trenton,TN,38382,(731) 855-2908  ,Charlotte Klyce,120 Johnson Street,Trenton,TN,38382,6WK,12YR,3,Family,7,06:30 AM,05:00 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,8/1/2021,4/13/2009,N,N,Y,Y,Y,Y,Y,Allie Carpenter,(731) 222-0211
,GIBSON,Noah's Ark Learning Center,5060 N. First Street,Milan,TN,38358,(731) 686-0006  ,Celeste  Sapp,P.O. BOX 526,MILAN,TN,38358,3YR,13YR,3,Center,54,06:45 AM,05:30 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,11/1/2021,11/12/2007,N,N,Y,Y,Y,N,Y,Allie Carpenter,(731) 222-0211
,GIBSON,Kinder Academy Learning Center LLC,9059 E Van Hook Street,Milan,TN,38358,(731) 238-2132  ,Santrisa  Spates,9059 E Van Hook Street,Milan,TN,38358,6WK,12YR,3,Center,44,06:30 AM,05:30 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,3/1/2021,11/21/2016,N,Y,Y,N,N,Y,Y,Allie Carpenter,(731) 222-0211
,GIBSON,Little People's Day Care,413 E. Fourth St.,Trenton,TN,38382,(731) 855-4777  ,Carla  Barnes,413 E. Fourth St.,Trenton,TN,38382,6WK,14YR,2,Center,22,06:00 AM,11:00 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,11/1/2021,11/15/2010,N,N,Y,Y,Y,Y,Y,Amy Richardson,(731) 225-0038
,GIBSON,Little People's Jump Start,409 East 4th Street,Trenton ,TN,38382,(731) 855-4777  ,Carla  Barnes,409 East 4th Street,Trenton ,TN,38382,3YR,13YR,3,Center,24,07:00 AM,05:00 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,11/1/2021,7/8/2019,N,N,Y,Y,Y,Y,N,Amy Richardson,(731) 225-0038
,GIBSON,Miss Flossie's  Academy of Development,1006 S. High Street,Trenton,TN,38382,(731) 499-3911  ,Carla  Barnes,1006 S. High Street,Trenton,TN,38382,6WK,13YR,,Group,12,06:00 AM,05:00 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,10/1/2021,6/21/2021,N,N,Y,Y,Y,N,Y,Amy Richardson,(731) 225-0038
,GIBSON,YMCA @ Trenton Elementary School,811 S. College Street,Trenton,TN,38382,(731) 377-4348  ,Courtney Petty,110 YMCA Drive,Trenton,TN,38382,4YR,12YR,3,Center,150,06:30 AM,06:00 PM,Y,N,Y,Y,N,N,DHS Licensing,Licensed,1/1/2021,9/11/2017,N,N,Y,Y,Y,Y,N,Bonnie Alvarez,(731) 423-5850 EXT 241
,GIBSON,Christian Learning Center,2000 Jones Blvd.,Milan,TN,38358,(731) 723-9235  ,April Bocox,2000 Jones Blvd.,Milan,TN,38358,18MO,12YR,3,Center,70,08:00 AM,02:00 PM,Y,Y,N,Y,N,N,DHS Licensing,Licensed,7/1/2021,4/1/2011,N,Y,Y,Y,Y,Y,N,Amy Richardson,(731) 225-0038
,GIBSON,First Baptist Children's Learning Center,3400 Mitchell St.,Humboldt,TN,38343,(731) 784-8209  ,Susie Ross,3400 Mitchell St.,Humboldt,TN,38343,6WK,12YR,3,Center,64,06:45 AM,05:30 PM,N,N,N,Y,N,N,DHS Licensing,Licensed,7/1/2021,7/1/1996,N,Y,Y,Y,Y,Y,Y,Macey Johnson,(731) 421-5019
,GIBSON,Kenton Head Start,101 B Tommy Wade Drive,KENTON,TN,38233,(731) 749-6435  ,Tonda  Emerson,101 B Tommy Wade Drive,KENTON,TN,38233,3YR,5YR,3,Center,36,07:00 AM,04:00 PM,N,N,N,N,N,N,DHS Licensing,Licensed,8/1/2021,8/15/2005,N,Y,Y,Y,Y,N,Y,Amy Richardson,(731) 225-0038
,GIBSON,Trenton SSD/Head Start Pre-K,811 South College,TRENTON,TN,38382,(731) 855-1162  ,Amy Allen,811 South College,TRENTON,TN,38382,4YR,5YR,,Center,20,07:30 AM,02:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,3/14/2008,N,Y,Y,Y,Y,N,Y,Donna Teague,(731) 358-1496
,GIBSON,Humboldt Head Start,152 Hwy 79 Humboldt Gibson Road,Humboldt,TN,38343,(731) 787-7574  ,Andrea Tucker,152 Hwy 79 Humboldt Gibson Road,Humboldt,TN,38343,3YR,5YR,3,Center,60,07:00 AM,04:30 PM,N,N,N,N,Y,N,DHS Licensing,Licensed,10/1/2021,10/1/2002,N,Y,Y,Y,Y,Y,Y,Bonnie Alvarez,(731) 423-5850 EXT 241
,GIBSON,Trenton Pre-K Early Childhood Program,811 South College St.,TRENTON,TN,38382,(731) 855-0971  ,Amy  Allen,201 WEST TENTH STREET,TRENTON,TN,38382,3YR,5YR,,Center,80,08:00 AM,02:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,7/9/2001,N,Y,Y,Y,Y,N,Y,Donna Teague,(731) 358-1496
,GIBSON,Bradford Elementary Pre-K,106 FRONT STREET,BRADFORD,TN,38316,(731) 742-3180  ,AMY DUNN,P. O. Box 99,BRADFORD,TN,38316,3YR,5YR,,Center,40,07:45 AM,02:45 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,7/3/2001,N,Y,N,N,N,N,Y,Donna Teague,(731) 358-1496
,GIBSON,Bradford Elementary School BSP,106 Front Street,Bradford,TN,38316,(731) 742-2150  ,AMY DUNN,PO BOX 220,BRADFORD,TN,38316,4YR,13YR,,Center,115,06:30 AM,05:30 PM,N,N,N,Y,N,N,Department Of Education,Approved,10/1/2021,12/13/1996,N,Y,Y,Y,Y,Y,N,Donna Teague,(731) 358-1496
,GIBSON,South Gibson County Elementary ESP,100 Mt. Zion Rd.,MEDINA,TN,38355,(731) 783-3660  ,Margarret Deloach,100 Mt. Zion Rd.,MEDINA,TN,38355,5YR,12YR,,Center,300,06:30 AM,05:30 PM,N,N,N,Y,N,N,Department Of Education,Approved,10/1/2021,10/19/1999,N,Y,Y,Y,Y,Y,N,Donna Teague,(731) 358-1496
,GIBSON,Yorkville Elementary Pre-K,56 NEBO-YORKVILLE ROAD,YORKVILLE,TN,38389,(731) 643-6598  ,DELORIS WILSON,P.O. BOX D,DYER,TN,38330,4YR,5YR,,Center,20,07:40 AM,03:00 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,7/3/2001,N,Y,Y,Y,Y,N,Y,Donna Teague,(731) 358-1496
,GIBSON,South Gibson County Elementary Pre-K,100 Mt. Zion Rd.,MEDINA,TN,38355,(731) 783-3660  ,Renee Childs,P.O. BOX 99,DYER,TN,38355,3YR,5YR,,Center,60,07:25 AM,02:30 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,7/3/2001,N,Y,Y,Y,Y,N,Y,Donna Teague,(731) 358-1496
,GIBSON,Dyer Elementary Preschool,322 East College St.,Dyer,TN,38330,(731) 692-2444  ,Renee Childs,P. O. Box D ,DYER,TN,38330,3YR,5YR,,Center,40,07:40 AM,03:00 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,10/1/2005,N,Y,Y,N,N,Y,Y,Donna Teague,(731) 358-1496
,GIBSON,Kenton Elementary Pre-K,101A TOMMY WADE DRIVE,KENTON,TN,38233,(731) 749-0007  ,DELORIS WILSON,PO BOX D,DYER,TN,38330,4YR,5YR,,Center,20,07:40 AM,03:00 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,10/1/2005,N,Y,Y,Y,Y,N,Y,Donna Teague,(731) 358-1496
,GIBSON,Milan Early Childhood Program,1100 MIDDLE ROAD,MILAN,TN,38358,(731) 686-0840  ,Tammy McCurley,1100 MIDDLE ROAD,MILAN,TN,38358,3YR,5YR,,Center,122,07:45 AM,01:15 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,11/1/1998,N,Y,Y,Y,Y,Y,Y,Donna Teague,(731) 358-1496
,GIBSON,Presbyterian Day School,1528 Presbyterian Drive,Humboldt,TN,38343,(731) 784-4130  ,Tammy Turner,1528 Presbyterian Drive,Humboldt,TN,38343,1YR,7YR,3,Center,62,07:00 AM,05:30 PM,Y,Y,N,Y,N,N,DHS Licensing,Licensed,10/1/2021,10/24/2005,N,Y,Y,Y,Y,Y,Y,Bonnie Alvarez,(731) 423-5850 EXT 241
,GIBSON,Cumberland Street Preschool,104 Cumberland Street,Medina,TN,38355,(731) 618-0192  ,Stephanie Jones,104 Cumberland Street,Medina,TN,38355,18MO,14YR,3,Group,12,07:00 AM,05:30 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,1/1/2022,9/19/2014,N,Y,Y,Y,Y,Y,N,Bonnie Alvarez,(731) 423-5850 EXT 241
,GIBSON,Milan Christian Care Center Inc.,5061 N. First,Milan,TN,38358,(731) 686-8875  ,DEBBIE LUNN,5061 N. First,Milan,TN,38358,6WK,10YR,3,Center,85,06:15 AM,05:30 PM,Y,N,N,N,Y,N,DHS Licensing,Licensed,4/1/2021,4/1/1996,N,N,Y,Y,Y,N,Y,Allie Carpenter,(731) 222-0211
,GIBSON,Kid's Land Child Care Center ,612 N. Central  Avenue.,Humboldt,TN,38343,(731) 784-5733  ,TRACIE CLAYBROOK,612 N. Central  Avenue.,Humboldt,TN,38343,6WK,12YR,3,Center,24,06:30 AM,05:00 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,1/1/2022,1/1/1997,N,Y,Y,Y,Y,Y,Y,Macey Johnson,(731) 421-5019
,GIBSON,Stigall Primary Early Childhood PreK,301 WESTSIDE DRIVE,HUMBOLDT,TN,38343,(731) 784-2825  ,Brandi Martz,301 WESTSIDE DRIVE,HUMBOLDT,TN,38343,4YR,5YR,,Center,120,07:30 AM,02:30 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,4/18/2001,N,Y,Y,Y,Y,N,Y,Donna Teague,(731) 358-1496
